perc_snaps,player_link,player_name,position,season,snaps,team,week
0.68,/players/I/IrviBr00.htm,Bruce Irvin,LB,2017,38,Oakland Raiders,2
0.55,/players/V/VandEd00.htm,Eddie Vanderdoes,DL,2017,31,Oakland Raiders,2
0.46,/players/A/AutrDe00.htm,Denico Autry,DL,2017,26,Oakland Raiders,2
0.45,/players/M/MorrNi00.htm,Nicholas Morrow,LB,2017,25,Oakland Raiders,2
0.43,/players/E/EdwaMa01.htm,Mario Edwards,DL,2017,24,Oakland Raiders,2
0.38,/players/A/AdamTy00.htm,Tyrell Adams,LB,2017,21,Oakland Raiders,2
0.32,/players/C/CowsJa00.htm,James Cowser,LB,2017,18,Oakland Raiders,2
0.25,/players/H/HestTr00.htm,Treyvon Hester,DL,2017,14,Oakland Raiders,2
0.18,/players/L/LeexMa01.htm,Marquel Lee,LB,2017,10,Oakland Raiders,2
0.5,/players/T/TaveGi00.htm,Giorgio Tavecchio,K,2017,15,Oakland Raiders,2
0.33,/players/K/KingMa00.htm,Marquette King,P,2017,10,Oakland Raiders,2
1.0,/players/M/McCoJo01.htm,Josh McCown,QB,2017,56,New York Jets,2
0.88,/players/K/KearJe01.htm,Jermaine Kearse,WR,2017,49,New York Jets,2
0.79,/players/K/KerlJe00.htm,Jeremy Kerley,WR,2017,44,New York Jets,2
0.77,/players/A/AndeRo04.htm,Robby Anderson,WR,2017,43,New York Jets,2
0.75,/players/T/TyexWi00.htm,Will Tye,TE,2017,42,New York Jets,2
0.48,/players/F/FortMa00.htm,Matt Forte,RB,2017,27,New York Jets,2
0.32,/players/P/PoweBi00.htm,Bilal Powell,RB,2017,18,New York Jets,2
0.2,/players/P/PeakCh00.htm,Charone Peake,WR,2017,11,New York Jets,2
0.2,/players/M/McGuEl00.htm,Elijah McGuire,RB,2017,11,New York Jets,2
0.12,/players/S/SterNe00.htm,Neal Sterling,TE,2017,7,New York Jets,2
1.0,/players/D/DaviDe00.htm,Demario Davis,LB,2017,57,New York Jets,2
1.0,/players/A/AdamJa00.htm,Jamal Adams,DB,2017,57,New York Jets,2
1.0,/players/M/MayeMa00.htm,Marcus Maye,DB,2017,57,New York Jets,2
1.0,/players/L/LeexDa00.htm,Darron Lee,LB,2017,57,New York Jets,2
1.0,/players/C/ClaiMo00.htm,Morris Claiborne,DB,2017,57,New York Jets,2
0.96,/players/S/SkriBu00.htm,Buster Skrine,DB,2017,55,New York Jets,2
0.84,/players/W/WilkMu00.htm,Muhammad Wilkerson,DL,2017,48,New York Jets,2
0.72,/players/W/WillLe02.htm,Leonard Williams,DL,2017,41,New York Jets,2
0.61,/players/E/EalyKo00.htm,Kony Ealy,DL,2017,35,New York Jets,2
0.6,/players/J/JenkJo01.htm,Jordan Jenkins,LB,2017,34,New York Jets,2
0.54,/players/B/BurrJu00.htm,Juston Burris,DB,2017,31,New York Jets,2
0.4,/players/M/MartJo02.htm,Josh Martin,LB,2017,23,New York Jets,2
0.3,/players/M/McLeSt00.htm,Steve McLendon,DL,2017,17,New York Jets,2
0.26,/players/P/PennMi00.htm,Mike Pennel,DL,2017,15,New York Jets,2
0.18,/players/D/DonaDy00.htm,Dylan Donahue,LB,2017,10,New York Jets,2
0.11,/players/R/RobeDa00.htm,Darryl Roberts,DB,2017,6,New York Jets,2
0.3,/players/C/CataCh00.htm,Chandler Catanzaro,K,2017,9,New York Jets,2
0.23,/players/E/EdwaLa01.htm,Lac Edwards,P,2017,7,New York Jets,2
1.0,/players/W/WilsRu00.htm,Russell Wilson,QB,2017,82,Seattle Seahawks,2
0.99,/players/B/BaldDo00.htm,Doug Baldwin,WR,2017,81,Seattle Seahawks,2
0.74,/players/L/LockTy00.htm,Tyler Lockett,WR,2017,61,Seattle Seahawks,2
0.66,/players/G/GrahJi00.htm,Jimmy Graham,TE,2017,54,Seattle Seahawks,2
0.62,/players/C/CarsCh00.htm,Chris Carson,RB,2017,51,Seattle Seahawks,2
0.48,/players/R/RichPa01.htm,Paul Richardson,WR,2017,39,Seattle Seahawks,2
0.45,/players/W/WillLu00.htm,Luke Willson,TE,2017,37,Seattle Seahawks,2
0.2,/players/R/RawlTh00.htm,Thomas Rawls,RB,2017,16,Seattle Seahawks,2
0.2,/players/P/ProsC.00.htm,C.J. Prosise,RB,2017,16,Seattle Seahawks,2
0.18,/players/M/McEvTa01.htm,Tanner McEvoy,WR,2017,15,Seattle Seahawks,2
0.17,/players/D/DarbAm00.htm,Amara Darboh,WR,2017,14,Seattle Seahawks,2
1.0,/players/C/ChanKa99.htm,Kam Chancellor,DB,2017,49,Seattle Seahawks,2
1.0,/players/S/SherRi00.htm,Richard Sherman,DB,2017,49,Seattle Seahawks,2
1.0,/players/L/LaneJe00.htm,Jeremy Lane,DB,2017,49,Seattle Seahawks,2
1.0,/players/W/WrigK.00.htm,K.J. Wright,LB,2017,49,Seattle Seahawks,2
1.0,/players/W/WagnBo00.htm,Bobby Wagner,LB,2017,49,Seattle Seahawks,2
1.0,/players/T/ThomEa99.htm,Earl Thomas,DB,2017,49,Seattle Seahawks,2
0.86,/players/B/BennMi99.htm,Michael Bennett,DL,2017,42,Seattle Seahawks,2
0.8,/players/R/RichSh00.htm,Sheldon Richardson,DL,2017,39,Seattle Seahawks,2
0.71,/players/C/ClarFr01.htm,Frank Clark,DL,2017,35,Seattle Seahawks,2
0.55,/players/R/ReedJa02.htm,Jarran Reed,DL,2017,27,Seattle Seahawks,2
0.47,/players/W/WilhMi00.htm,Michael Wilhoite,LB,2017,23,Seattle Seahawks,2
0.36,/players/R/RyanJo21.htm,Jon Ryan,P,2017,10,Seattle Seahawks,2
0.25,/players/W/WalsBl00.htm,Blair Walsh,K,2017,7,Seattle Seahawks,2
1.0,/players/H/HoyeBr00.htm,Brian Hoyer,QB,2017,49,San Francisco 49ers,2
0.88,/players/K/KittGe00.htm,George Kittle,TE,2017,43,San Francisco 49ers,2
0.88,/players/G/GoodMa00.htm,Marquise Goodwin,WR,2017,43,San Francisco 49ers,2
0.82,/players/H/HydeCa00.htm,Carlos Hyde,RB,2017,40,San Francisco 49ers,2
0.8,/players/G/GarcPi00.htm,Pierre Garcon,WR,2017,39,San Francisco 49ers,2
0.45,/players/T/TaylTr02.htm,Trent Taylor,WR,2017,22,San Francisco 49ers,2
0.31,/players/C/CeleGa00.htm,Garrett Celek,TE,2017,15,San Francisco 49ers,2
0.18,/players/B/BreiMa00.htm,Matt Breida,RB,2017,9,San Francisco 49ers,2
1.0,/players/J/JohnDo02.htm,Dontae Johnson,DB,2017,82,San Francisco 49ers,2
1.0,/players/R/RobiRa00.htm,Rashard Robinson,DB,2017,82,San Francisco 49ers,2
1.0,/players/T/TartJa00.htm,Jaquiski Tartt,DB,2017,82,San Francisco 49ers,2
1.0,/players/B/BowmNa99.htm,NaVorro Bowman,LB,2017,82,San Francisco 49ers,2
0.84,/players/A/ArmsRa01.htm,Ray-Ray Armstrong,LB,2017,69,San Francisco 49ers,2
0.82,/players/B/BuckDe00.htm,DeForest Buckner,DL,2017,67,San Francisco 49ers,2
0.82,/players/A/ArmsAr01.htm,Arik Armstead,DL,2017,67,San Francisco 49ers,2
0.66,/players/W/WillKW00.htm,K'Waun Williams,DB,2017,54,San Francisco 49ers,2
0.62,/players/R/ReidEr00.htm,Eric Reid,DB,2017,51,San Francisco 49ers,2
0.61,/players/M/MitcEa99.htm,Earl Mitchell,DL,2017,50,San Francisco 49ers,2
0.57,/players/T/ThomSo00.htm,Solomon Thomas,DL,2017,47,San Francisco 49ers,2
0.46,/players/W/WardJi01.htm,Jimmie Ward,DB,2017,38,San Francisco 49ers,2
0.37,/players/L/LyncAa00.htm,Aaron Lynch,DL,2017,30,San Francisco 49ers,2
0.34,/players/H/HaroEl00.htm,Eli Harold,LB,2017,28,San Francisco 49ers,2
0.28,/players/J/JoneD.01.htm,D.J. Jones,DL,2017,23,San Francisco 49ers,2
0.26,/players/C/CarrCo00.htm,Tank Carradine,DL,2017,21,San Francisco 49ers,2
0.5,/players/P/PiniBr00.htm,Bradley Pinion,P,2017,14,San Francisco 49ers,2
0.11,/players/G/gouldrob01.htm,Robbie Gould,K,2017,3,San Francisco 49ers,2
1.0,/players/S/SiemTr00.htm,Trevor Siemian,QB,2017,77,Denver Broncos,2
0.9,/players/S/SandEm00.htm,Emmanuel Sanders,WR,2017,69,Denver Broncos,2
0.88,/players/T/ThomDe03.htm,Demaryius Thomas,WR,2017,68,Denver Broncos,2
0.73,/players/A/AndeC.00.htm,C.J. Anderson,RB,2017,56,Denver Broncos,2
0.6,/players/G/GreeVi00.htm,Virgil Green,TE,2017,46,Denver Broncos,2
0.38,/players/D/DerbA.00.htm,A.J. Derby,TE,2017,29,Denver Broncos,2
0.3,/players/F/FowlBe00.htm,Bennie Fowler,WR,2017,23,Denver Broncos,2
0.3,/players/H/HeueJe00.htm,Jeff Heuerman,TE,2017,23,Denver Broncos,2
0.26,/players/C/CharJa00.htm,Jamaal Charles,RB,2017,20,Denver Broncos,2
0.18,/players/L/LatiCo00.htm,Cody Latimer,WR,2017,14,Denver Broncos,2
0.99,/players/S/SimmJu00.htm,Justin Simmons,DB,2017,70,Denver Broncos,2
0.97,/players/T/TaliAq99.htm,Aqib Talib,DB,2017,69,Denver Broncos,2
0.97,/players/H/HarrCh01.htm,Chris Harris,DB,2017,69,Denver Broncos,2
0.89,/players/S/StewDa00.htm,Darian Stewart,DB,2017,63,Denver Broncos,2
0.87,/players/R/RobyBr00.htm,Bradley Roby,DB,2017,62,Denver Broncos,2
0.87,/players/B/BarrSh00.htm,Shaquil Barrett,LB,2017,62,Denver Broncos,2
0.8,/players/M/MillVo00.htm,Von Miller,LB,2017,57,Denver Broncos,2
0.77,/players/M/MarsBr01.htm,Brandon Marshall,LB,2017,55,Denver Broncos,2
0.75,/players/P/ParkWi01.htm,Will Parks,DB,2017,53,Denver Broncos,2
0.73,/players/W/WolfDe00.htm,Derek Wolfe,DL,2017,52,Denver Broncos,2
0.62,/players/G/GotsAd00.htm,Adam Gotsis,DL,2017,44,Denver Broncos,2
0.46,/players/H/HarrSh00.htm,Shelby Harris,DL,2017,33,Denver Broncos,2
0.27,/players/P/PekoDo20.htm,Domata Peko,DL,2017,19,Denver Broncos,2
0.27,/players/E/EdebKa00.htm,Kasim Edebali,LB,2017,19,Denver Broncos,2
0.23,/players/N/NelsCo00.htm,Corey Nelson,LB,2017,16,Denver Broncos,2
0.5,/players/M/McMaBr01.htm,Brandon McManus,K,2017,15,Denver Broncos,2
0.37,/players/D/DixoRi00.htm,Riley Dixon,P,2017,11,Denver Broncos,2
1.0,/players/W/WittJa00.htm,Jason Witten,TE,2017,71,Dallas Cowboys,2
1.0,/players/P/PresDa01.htm,Dak Prescott,QB,2017,71,Dallas Cowboys,2
0.93,/players/B/BryaDe01.htm,Dez Bryant,WR,2017,66,Dallas Cowboys,2
0.89,/players/E/ElliEz00.htm,Ezekiel Elliott,RB,2017,63,Dallas Cowboys,2
0.8,/players/B/BeasCo00.htm,Cole Beasley,WR,2017,57,Dallas Cowboys,2
0.69,/players/W/WillTe01.htm,Terrance Williams,WR,2017,49,Dallas Cowboys,2
0.31,/players/B/ButlBr00.htm,Brice Butler,WR,2017,22,Dallas Cowboys,2
1.0,/players/B/BrowAn02.htm,Anthony Brown,DB,2017,77,Dallas Cowboys,2
1.0,/players/L/LeexSe99.htm,Sean Lee,LB,2017,77,Dallas Cowboys,2
0.99,/players/H/HeatJe00.htm,Jeff Heath,DB,2017,76,Dallas Cowboys,2
0.99,/players/J/JoneBy00.htm,Byron Jones,DB,2017,76,Dallas Cowboys,2
0.88,/players/S/SmitJa05.htm,Jaylon Smith,LB,2017,68,Dallas Cowboys,2
0.84,/players/L/LewiJo01.htm,Jourdan Lewis,DB,2017,65,Dallas Cowboys,2
0.62,/players/C/CollMa00.htm,Maliek Collins,DL,2017,48,Dallas Cowboys,2
0.6,/players/P/PaeaSt00.htm,Stephen Paea,DL,2017,46,Dallas Cowboys,2
0.58,/players/L/LawrDe00.htm,Demarcus Lawrence,DL,2017,45,Dallas Cowboys,2
0.52,/players/M/MayoBe00.htm,Benson Mayowa,DL,2017,40,Dallas Cowboys,2
0.48,/players/C/CrawTy00.htm,Tyrone Crawford,DL,2017,37,Dallas Cowboys,2
0.43,/players/C/CharTa00.htm,Taco Charlton,DL,2017,33,Dallas Cowboys,2
0.43,/players/P/PricBr00.htm,Brian Price,DL,2017,33,Dallas Cowboys,2
0.32,/players/T/TappCh00.htm,Charles Tapper,DL,2017,25,Dallas Cowboys,2
0.32,/players/C/CarrNo00.htm,Nolan Carroll,DB,2017,25,Dallas Cowboys,2
0.3,/players/W/WilsDa02.htm,Damien Wilson,LB,2017,23,Dallas Cowboys,2
0.13,/players/F/FrazKa00.htm,Kavon Frazier,DB,2017,10,Dallas Cowboys,2
0.27,/players/J/JoneCh02.htm,Chris Jones,P,2017,8,Dallas Cowboys,2
0.23,/players/B/BailDa00.htm,Dan Bailey,K,2017,7,Dallas Cowboys,2
1.0,/players/C/CousKi00.htm,Kirk Cousins,QB,2017,71,Washington Redskins,2
0.77,/players/D/DaviVe00.htm,Vernon Davis,TE,2017,55,Washington Redskins,2
0.73,/players/P/PryoTe00.htm,Terrelle Pryor,WR,2017,52,Washington Redskins,2
0.56,/players/R/ReedJo02.htm,Jordan Reed,TE,2017,40,Washington Redskins,2
0.54,/players/C/CrowJa00.htm,Jamison Crowder,WR,2017,38,Washington Redskins,2
0.42,/players/G/GranRy01.htm,Ryan Grant,WR,2017,30,Washington Redskins,2
0.41,/players/T/ThomCh03.htm,Chris Thompson,RB,2017,29,Washington Redskins,2
0.41,/players/D/DoctJo00.htm,Josh Doctson,WR,2017,29,Washington Redskins,2
0.37,/players/P/PeriSa00.htm,Samaje Perine,RB,2017,26,Washington Redskins,2
0.23,/players/K/KellRo00.htm,Robert Kelley,RB,2017,16,Washington Redskins,2
1.0,/players/B/BreeBa00.htm,Bashaud Breeland,DB,2017,50,Washington Redskins,2
1.0,/players/S/SweaDJ00.htm,D.J. Swearinger,DB,2017,50,Washington Redskins,2
1.0,/players/F/FostMa00.htm,Mason Foster,LB,2017,50,Washington Redskins,2
0.98,/players/B/BrowZa00.htm,Zach Brown,LB,2017,49,Washington Redskins,2
0.94,/players/N/NormJo01.htm,Josh Norman,DB,2017,47,Washington Redskins,2
0.74,/players/K/KerrRy00.htm,Ryan Kerrigan,LB,2017,37,Washington Redskins,2
0.72,/players/F/FullKe00.htm,Kendall Fuller,DB,2017,36,Washington Redskins,2
0.66,/players/S/SmitPr00.htm,Preston Smith,LB,2017,33,Washington Redskins,2
0.58,/players/A/AlleJo01.htm,Jonathan Allen,DL,2017,29,Washington Redskins,2
0.56,/players/I/IoanMa01.htm,Matthew Ioannidis,DL,2017,28,Washington Redskins,2
0.52,/players/N/NichMo00.htm,Montae Nicholson,DB,2017,26,Washington Redskins,2
0.38,/players/G/GaleJu00.htm,Junior Galette,LB,2017,19,Washington Redskins,2
0.36,/players/M/McClTe00.htm,Terrell McClain,DL,2017,18,Washington Redskins,2
0.39,/players/H/HopkDu00.htm,Dustin Hopkins,K,2017,12,Washington Redskins,2
0.35,/players/W/WayxTr00.htm,Tress Way,P,2017,11,Washington Redskins,2
1.0,/players/G/GoffJa00.htm,Jared Goff,QB,2017,50,Los Angeles Rams,2
0.9,/players/W/WatkSa00.htm,Sammy Watkins,WR,2017,45,Los Angeles Rams,2
0.9,/players/W/WoodRo02.htm,Robert Woods,WR,2017,45,Los Angeles Rams,2
0.88,/players/G/GurlTo01.htm,Todd Gurley,RB,2017,44,Los Angeles Rams,2
0.82,/players/H/HigbTy00.htm,Tyler Higbee,TE,2017,41,Los Angeles Rams,2
0.6,/players/K/KuppCo00.htm,Cooper Kupp,WR,2017,30,Los Angeles Rams,2
0.32,/players/E/EverGe00.htm,Gerald Everett,TE,2017,16,Los Angeles Rams,2
0.18,/players/C/CarrDe00.htm,Derek Carrier,TE,2017,9,Los Angeles Rams,2
0.18,/players/A/AustTa00.htm,Tavon Austin,WR,2017,9,Los Angeles Rams,2
0.1,/players/B/BrowMa03.htm,Malcolm Brown,RB,2017,5,Los Angeles Rams,2
1.0,/players/O/OgleAl00.htm,Alec Ogletree,LB,2017,71,Los Angeles Rams,2
1.0,/players/R/RobeNi00.htm,Nickell Robey-Coleman,DB,2017,71,Los Angeles Rams,2
1.0,/players/J/JoynLa00.htm,Lamarcus Joyner,DB,2017,71,Los Angeles Rams,2
0.99,/players/A/AlexMa00.htm,Maurice Alexander,DB,2017,70,Los Angeles Rams,2
0.96,/players/B/BarrMa00.htm,Mark Barron,LB,2017,68,Los Angeles Rams,2
0.85,/players/B/BarwCo99.htm,Connor Barwin,LB,2017,60,Los Angeles Rams,2
0.72,/players/B/BrocMi00.htm,Michael Brockers,DL,2017,51,Los Angeles Rams,2
0.68,/players/D/DonaAa00.htm,Aaron Donald,DL,2017,48,Los Angeles Rams,2
0.63,/players/Q/QuinRo00.htm,Robert Quinn,LB,2017,45,Los Angeles Rams,2
0.39,/players/W/WalkTy00.htm,Tyrunn Walker,DL,2017,28,Los Angeles Rams,2
0.37,/players/L/LongMa00.htm,Matt Longacre,LB,2017,26,Los Angeles Rams,2
0.32,/players/W/WestEt00.htm,Ethan Westbrooks,DL,2017,23,Los Angeles Rams,2
0.28,/players/F/FoxxMo00.htm,Morgan Fox,DL,2017,20,Los Angeles Rams,2
0.28,/players/S/SmarTa00.htm,Tanzel Smart,DL,2017,20,Los Angeles Rams,2
0.21,/players/D/DaviCo02.htm,Cody Davis,DB,2017,15,Los Angeles Rams,2
0.15,/players/E/EbukSa00.htm,Samson Ebukam,LB,2017,11,Los Angeles Rams,2
0.13,/players/C/CounBl00.htm,Blake Countess,DB,2017,9,Los Angeles Rams,2
0.29,/players/H/HekkJo00.htm,Johnny Hekker,P,2017,9,Los Angeles Rams,2
0.29,/players/Z/ZuerGr00.htm,Greg Zuerlein,K,2017,9,Los Angeles Rams,2
1.0,/players/R/RyanMa00.htm,Matt Ryan,QB,2017,58,Atlanta Falcons,2
0.83,/players/S/SanuMo00.htm,Mohamed Sanu,WR,2017,48,Atlanta Falcons,2
0.83,/players/J/JoneJu02.htm,Julio Jones,WR,2017,48,Atlanta Falcons,2
0.71,/players/H/HoopAu00.htm,Austin Hooper,TE,2017,41,Atlanta Falcons,2
0.67,/players/F/FreeDe00.htm,Devonta Freeman,RB,2017,39,Atlanta Falcons,2
0.45,/players/G/GabrTa00.htm,Taylor Gabriel,WR,2017,26,Atlanta Falcons,2
0.38,/players/C/ColeTe01.htm,Tevin Coleman,RB,2017,22,Atlanta Falcons,2
0.33,/players/H/HardJu00.htm,Justin Hardy,WR,2017,19,Atlanta Falcons,2
1.0,/players/N/NealKe01.htm,Keanu Neal,DB,2017,76,Atlanta Falcons,2
0.99,/players/A/AlfoRo00.htm,Robert Alford,DB,2017,75,Atlanta Falcons,2
0.96,/players/A/AlleRi00.htm,Ricardo Allen,DB,2017,73,Atlanta Falcons,2
0.95,/players/T/TrufDe00.htm,Desmond Trufant,DB,2017,72,Atlanta Falcons,2
0.95,/players/J/JoneDe01.htm,Deion Jones,LB,2017,72,Atlanta Falcons,2
0.87,/players/P/PoolBr01.htm,Brian Poole,DB,2017,66,Atlanta Falcons,2
0.72,/players/C/CampDe00.htm,De'Vondre Campbell,LB,2017,55,Atlanta Falcons,2
0.57,/players/P/PoexDo00.htm,Dontari Poe,DL,2017,43,Atlanta Falcons,2
0.51,/players/C/CrawJa00.htm,Jack Crawford,DL,2017,39,Atlanta Falcons,2
0.51,/players/C/ClayAd00.htm,Adrian Clayborn,DL,2017,39,Atlanta Falcons,2
0.43,/players/R/RileDu00.htm,Duke Riley,LB,2017,33,Atlanta Falcons,2
0.39,/players/S/ShelDe00.htm,Derrick Shelby,LB,2017,30,Atlanta Falcons,2
0.29,/players/B/BeasVi00.htm,Vic Beasley,LB,2017,22,Atlanta Falcons,2
0.61,/players/B/BoshMa00.htm,Matthew Bosher,P,2017,17,Atlanta Falcons,2
0.21,/players/B/bryanmat01.htm,Matt Bryant,K,2017,6,Atlanta Falcons,2
1.0,/players/R/RodgAa00.htm,Aaron Rodgers,QB,2017,76,Green Bay Packers,2
0.93,/players/A/AdamDa01.htm,Davante Adams,WR,2017,71,Green Bay Packers,2
0.86,/players/M/MontTy01.htm,Ty Montgomery,RB,2017,65,Green Bay Packers,2
0.83,/players/B/BennMa00.htm,Martellus Bennett,TE,2017,63,Green Bay Packers,2
0.8,/players/A/AlliGe01.htm,Geronimo Allison,WR,2017,61,Green Bay Packers,2
0.71,/players/C/CobbRa00.htm,Randall Cobb,WR,2017,54,Green Bay Packers,2
0.22,/players/D/DaviTr03.htm,Trevor Davis,WR,2017,17,Green Bay Packers,2
0.13,/players/R/RodgRi00.htm,Richard Rodgers,TE,2017,10,Green Bay Packers,2
0.13,/players/W/WillJa06.htm,Jamaal Williams,RB,2017,10,Green Bay Packers,2
0.11,/players/R/RipkAa00.htm,Aaron Ripkowski,RB,2017,8,Green Bay Packers,2
1.0,/players/C/ClinHa00.htm,Ha Ha Clinton-Dix,DB,2017,58,Green Bay Packers,2
1.0,/players/B/BurnMo99.htm,Morgan Burnett,DB,2017,58,Green Bay Packers,2
0.91,/players/P/PerrNi00.htm,Nick Perry,LB,2017,53,Green Bay Packers,2
0.9,/players/M/MattCl99.htm,Clay Matthews,LB,2017,52,Green Bay Packers,2
0.84,/players/H/HousDa00.htm,Davon House,DB,2017,49,Green Bay Packers,2
0.81,/players/C/ClarKe01.htm,Kenny Clark,DL,2017,47,Green Bay Packers,2
0.79,/players/K/KingKe01.htm,Kevin King,DB,2017,46,Green Bay Packers,2
0.66,/players/M/MartBl01.htm,Blake Martinez,LB,2017,38,Green Bay Packers,2
0.59,/players/L/LowrDe00.htm,Dean Lowry,DL,2017,34,Green Bay Packers,2
0.59,/players/R/RollQu00.htm,Quinten Rollins,DB,2017,34,Green Bay Packers,2
0.57,/players/D/DialQu00.htm,Quinton Dial,DL,2017,33,Green Bay Packers,2
0.5,/players/J/JoneJo06.htm,Josh Jones,DB,2017,29,Green Bay Packers,2
0.48,/players/R/RandDa00.htm,Damarious Randall,DB,2017,28,Green Bay Packers,2
0.36,/players/B/BricKe00.htm,Kentrell Brice,DB,2017,21,Green Bay Packers,2
0.29,/players/R/RyanJa00.htm,Jake Ryan,LB,2017,17,Green Bay Packers,2
0.24,/players/T/ThomJo04.htm,Joe Thomas,LB,2017,14,Green Bay Packers,2
0.29,/players/C/CrosMa20.htm,Mason Crosby,K,2017,8,Green Bay Packers,2
0.21,/players/V/VogeJu00.htm,Justin Vogel,P,2017,6,Green Bay Packers,2
1.0,/players/S/StafMa00.htm,Matthew Stafford,QB,2017,62,Detroit Lions,2
0.9,/players/J/JoneMa02.htm,Marvin Jones,WR,2017,56,Detroit Lions,2
0.69,/players/T/TateGo00.htm,Golden Tate,WR,2017,43,Detroit Lions,2
0.66,/players/F/FellDa01.htm,Darren Fells,TE,2017,41,Detroit Lions,2
0.63,/players/E/EbroEr00.htm,Eric Ebron,TE,2017,39,Detroit Lions,2
0.53,/players/G/GollKe00.htm,Kenny Golladay,WR,2017,33,Detroit Lions,2
0.47,/players/A/AbduAm00.htm,Ameer Abdullah,RB,2017,29,Detroit Lions,2
0.42,/players/R/RiddTh00.htm,Theo Riddick,RB,2017,26,Detroit Lions,2
0.11,/players/W/WashDw00.htm,Dwayne Washington,RB,2017,7,Detroit Lions,2
1.0,/players/Q/QuinGl99.htm,Glover Quin,DB,2017,56,Detroit Lions,2
1.0,/players/S/SlayDa00.htm,Darius Slay,DB,2017,56,Detroit Lions,2
0.8,/players/W/WhitTa00.htm,Tahir Whitehead,LB,2017,45,Detroit Lions,2
0.79,/players/D/DiggQu00.htm,Quandre Diggs,DB,2017,44,Detroit Lions,2
0.75,/players/K/KillMi00.htm,Miles Killebrew,DB,2017,42,Detroit Lions,2
0.75,/players/D/DaviJa01.htm,Jarrad Davis,LB,2017,42,Detroit Lions,2
0.68,/players/L/LawsNe00.htm,Nevin Lawson,DB,2017,38,Detroit Lions,2
0.64,/players/Z/ZettAn00.htm,Anthony Zettel,DL,2017,36,Detroit Lions,2
0.62,/players/R/RobiAS00.htm,A'Shawn Robinson,DL,2017,35,Detroit Lions,2
0.5,/players/N/NgatHa20.htm,Haloti Ngata,DL,2017,28,Detroit Lions,2
0.5,/players/A/AnsaEz00.htm,Ezekiel Ansah,DL,2017,28,Detroit Lions,2
0.48,/players/S/SpenAk00.htm,Akeem Spence,DL,2017,27,Detroit Lions,2
0.41,/players/W/WilsTa00.htm,Tavon Wilson,DB,2017,23,Detroit Lions,2
0.32,/players/L/LedbJe00.htm,Jeremiah Ledbetter,DL,2017,18,Detroit Lions,2
0.29,/players/R/ReevJa00.htm,Jalen Reeves-Maybin,LB,2017,16,Detroit Lions,2
0.21,/players/W/WorrPa00.htm,Paul Worrilow,LB,2017,12,Detroit Lions,2
0.2,/players/V/ValoJe00.htm,Jeremiah Valoaga,DL,2017,11,Detroit Lions,2
0.6,/players/L/LockJe00.htm,Jeff Locke,P,2017,15,Detroit Lions,2
0.2,/players/P/PratMa20.htm,Matt Prater,K,2017,5,Detroit Lions,2
1.0,/players/S/ShepSt00.htm,Sterling Shepard,WR,2017,56,New York Giants,2
1.0,/players/M/MannEl00.htm,Eli Manning,QB,2017,56,New York Giants,2
0.86,/players/M/MarsBr00.htm,Brandon Marshall,WR,2017,48,New York Giants,2
0.77,/players/E/EngrEv00.htm,Evan Engram,TE,2017,43,New York Giants,2
0.61,/players/B/BeckOd00.htm,Odell Beckham,WR,2017,34,New York Giants,2
0.5,/players/P/PerkPa00.htm,Paul Perkins,RB,2017,28,New York Giants,2
0.39,/players/E/ElliRh00.htm,Rhett Ellison,TE,2017,22,New York Giants,2
0.3,/players/V/VereSh00.htm,Shane Vereen,RB,2017,17,New York Giants,2
0.29,/players/L/LewiRo03.htm,Roger Lewis,WR,2017,16,New York Giants,2
0.2,/players/D/DarkOr00.htm,Orleans Darkwa,RB,2017,11,New York Giants,2
1.0,/players/M/MunsCa00.htm,Calvin Munson,LB,2017,62,New York Giants,2
1.0,/players/T/ThomDa05.htm,Darian Thompson,DB,2017,62,New York Giants,2
1.0,/players/C/CollLa00.htm,Landon Collins,DB,2017,62,New York Giants,2
1.0,/players/A/ApplEl00.htm,Eli Apple,DB,2017,62,New York Giants,2
1.0,/players/R/RodgDo99.htm,Dominique Rodgers-Cromartie,DB,2017,62,New York Giants,2
0.97,/players/V/VernOl00.htm,Olivier Vernon,DL,2017,60,New York Giants,2
0.95,/players/P/PierJa99.htm,Jason Pierre-Paul,DL,2017,59,New York Giants,2
0.85,/players/C/CasiJo99.htm,Jonathan Casillas,LB,2017,53,New York Giants,2
0.68,/players/H/HarrDa03.htm,Damon Harrison,DL,2017,42,New York Giants,2
0.63,/players/C/CockRo00.htm,Ross Cockrell,DB,2017,39,New York Giants,2
0.6,/players/T/TomlDa00.htm,Dalvin Tomlinson,DL,2017,37,New York Giants,2
0.52,/players/K/KennDe00.htm,Devon Kennard,LB,2017,32,New York Giants,2
0.16,/players/B/BromJa00.htm,Jay Bromley,DL,2017,10,New York Giants,2
0.28,/players/W/WingBr00.htm,Brad Wing,P,2017,7,New York Giants,2
0.2,/players/R/RosaAl00.htm,Aldrick Rosas,K,2017,5,New York Giants,2
1.0,/players/H/HopkDe00.htm,DeAndre Hopkins,WR,2017,66,Houston Texans,2
1.0,/players/W/WatsDe00.htm,Deshaun Watson,QB,2017,66,Houston Texans,2
0.95,/players/M/MillBr03.htm,Braxton Miller,WR,2017,63,Houston Texans,2
0.74,/players/M/MillLa01.htm,Lamar Miller,RB,2017,49,Houston Texans,2
